1,2,120.08,2025-10-06 00:00:00
2,2,117.04,2025-10-07 00:00:00
3,2,114.84,2025-10-08 00:00:00
4,2,117.82,2025-10-09 00:00:00
5,2,117.81,2025-10-10 00:00:00
6,2,116.25,2025-10-11 00:00:00
7,2,119.76,2025-10-12 00:00:00
8,2,121.13,2025-10-13 00:00:00
9,2,129.53,2025-10-14 00:00:00
10,2,130.55,2025-10-15 00:00:00
11,2,126.81,2025-10-16 00:00:00
12,2,124.55,2025-10-17 00:00:00
13,2,124.10,2025-10-18 00:00:00
14,2,125.21,2025-10-19 00:00:00
15,2,127.81,2025-10-20 00:00:00
16,2,131.53,2025-10-21 00:00:00
17,2,127.79,2025-10-22 00:00:00
18,2,129.51,2025-10-23 00:00:00
19,2,136.51,2025-10-24 00:00:00
20,2,138.55,2025-10-25 00:00:00
21,2,135.03,2025-10-26 00:00:00
22,2,142.91,2025-10-27 00:00:00
23,2,149.45,2025-10-28 00:00:00
24,2,157.21,2025-10-29 00:00:00
25,2,160.74,2025-10-30 00:00:00
26,2,150.46,2025-10-31 00:00:00
27,2,159.84,2025-11-01 00:00:00
28,2,162.00,2025-11-02 00:00:00
29,2,162.00,2025-11-03 00:00:00
30,2,162.00,2025-11-04 00:00:00
31,2,160.06,2025-11-05 00:00:00
32,2,149.23,2025-11-06 00:00:00
33,2,145.24,2025-11-07 00:00:00
34,2,136.02,2025-11-08 00:00:00
35,2,136.11,2025-11-09 00:00:00
36,2,139.00,2025-11-10 00:00:00
37,2,138.79,2025-11-11 00:00:00
38,2,136.06,2025-11-12 00:00:00
39,2,127.02,2025-11-13 00:00:00
40,2,118.88,2025-11-14 00:00:00
41,2,116.49,2025-11-15 00:00:00
42,2,116.03,2025-11-16 00:00:00
43,2,117.75,2025-11-17 00:00:00
44,2,121.19,2025-11-18 00:00:00
45,2,125.58,2025-11-19 00:00:00
46,2,125.85,2025-11-20 00:00:00
47,2,124.01,2025-11-21 00:00:00
48,2,123.50,2025-11-22 00:00:00
49,2,127.62,2025-11-23 00:00:00
50,2,125.15,2025-11-24 00:00:00
51,2,118.14,2025-11-25 00:00:00
52,2,114.72,2025-11-26 00:00:00
53,2,108.08,2025-11-27 00:00:00
54,2,101.05,2025-11-28 00:00:00
55,2,105.81,2025-11-29 00:00:00
56,2,106.78,2025-11-30 00:00:00
57,2,106.72,2025-12-01 00:00:00
58,2,109.23,2025-12-02 00:00:00
59,2,109.34,2025-12-03 00:00:00
60,2,101.91,2025-12-04 00:00:00
61,3,135.28,2025-10-06 00:00:00
62,3,129.19,2025-10-07 00:00:00
63,3,130.73,2025-10-08 00:00:00
64,3,128.13,2025-10-09 00:00:00
65,3,126.17,2025-10-10 00:00:00
66,3,129.99,2025-10-11 00:00:00
67,3,125.85,2025-10-12 00:00:00
68,3,120.46,2025-10-13 00:00:00
69,3,117.79,2025-10-14 00:00:00
70,3,121.56,2025-10-15 00:00:00
71,3,117.15,2025-10-16 00:00:00
72,3,123.77,2025-10-17 00:00:00
73,3,120.97,2025-10-18 00:00:00
74,3,123.25,2025-10-19 00:00:00
75,3,131.40,2025-10-20 00:00:00
76,3,135.87,2025-10-21 00:00:00
77,3,128.24,2025-10-22 00:00:00
78,3,135.34,2025-10-23 00:00:00
79,3,133.25,2025-10-24 00:00:00
80,3,134.38,2025-10-25 00:00:00
81,3,137.90,2025-10-26 00:00:00
82,3,137.77,2025-10-27 00:00:00
83,3,143.72,2025-10-28 00:00:00
84,3,134.64,2025-10-29 00:00:00
85,3,129.46,2025-10-30 00:00:00
86,3,137.73,2025-10-31 00:00:00
87,3,142.24,2025-11-01 00:00:00
88,3,141.95,2025-11-02 00:00:00
89,3,141.23,2025-11-03 00:00:00
90,3,131.69,2025-11-04 00:00:00
91,3,124.95,2025-11-05 00:00:00
92,3,125.58,2025-11-06 00:00:00
93,3,129.31,2025-11-07 00:00:00
94,3,125.20,2025-11-08 00:00:00
95,3,120.26,2025-11-09 00:00:00
96,3,125.54,2025-11-10 00:00:00
97,3,127.57,2025-11-11 00:00:00
98,3,132.47,2025-11-12 00:00:00
99,3,133.86,2025-11-13 00:00:00
100,3,133.57,2025-11-14 00:00:00
101,3,141.73,2025-11-15 00:00:00
102,3,138.82,2025-11-16 00:00:00
103,3,139.86,2025-11-17 00:00:00
104,3,146.73,2025-11-18 00:00:00
105,3,142.89,2025-11-19 00:00:00
106,3,136.45,2025-11-20 00:00:00
107,3,127.43,2025-11-21 00:00:00
108,3,131.05,2025-11-22 00:00:00
109,3,138.62,2025-11-23 00:00:00
110,3,147.80,2025-11-24 00:00:00
111,3,143.90,2025-11-25 00:00:00
112,3,135.25,2025-11-26 00:00:00
113,3,141.31,2025-11-27 00:00:00
114,3,136.89,2025-11-28 00:00:00
115,3,128.49,2025-11-29 00:00:00
116,3,121.16,2025-11-30 00:00:00
117,3,127.76,2025-12-01 00:00:00
118,3,120.93,2025-12-02 00:00:00
119,3,114.02,2025-12-03 00:00:00
120,3,115.11,2025-12-04 00:00:00
121,4,148.14,2025-10-06 00:00:00
122,4,148.02,2025-10-07 00:00:00
123,4,152.29,2025-10-08 00:00:00
124,4,143.93,2025-10-09 00:00:00
125,4,136.72,2025-10-10 00:00:00
126,4,141.23,2025-10-11 00:00:00
127,4,143.78,2025-10-12 00:00:00
128,4,134.01,2025-10-13 00:00:00
129,4,129.32,2025-10-14 00:00:00
130,4,123.51,2025-10-15 00:00:00
131,4,125.82,2025-10-16 00:00:00
132,4,119.29,2025-10-17 00:00:00
133,4,115.38,2025-10-18 00:00:00
134,4,111.66,2025-10-19 00:00:00
135,4,113.33,2025-10-20 00:00:00
136,4,110.37,2025-10-21 00:00:00
137,4,115.60,2025-10-22 00:00:00
138,4,114.66,2025-10-23 00:00:00
139,4,107.43,2025-10-24 00:00:00
140,4,106.67,2025-10-25 00:00:00
141,4,109.89,2025-10-26 00:00:00
142,4,106.75,2025-10-27 00:00:00
143,4,103.57,2025-10-28 00:00:00
144,4,106.95,2025-10-29 00:00:00
145,4,108.83,2025-10-30 00:00:00
146,4,112.70,2025-10-31 00:00:00
147,4,107.30,2025-11-01 00:00:00
148,4,108.20,2025-11-02 00:00:00
149,4,108.56,2025-11-03 00:00:00
150,4,111.70,2025-11-04 00:00:00
151,4,113.03,2025-11-05 00:00:00
152,4,109.90,2025-11-06 00:00:00
153,4,107.89,2025-11-07 00:00:00
154,4,102.39,2025-11-08 00:00:00
155,4,107.32,2025-11-09 00:00:00
156,4,111.37,2025-11-10 00:00:00
157,4,108.28,2025-11-11 00:00:00
158,4,107.45,2025-11-12 00:00:00
159,4,105.56,2025-11-13 00:00:00
160,4,98.45,2025-11-14 00:00:00
161,4,95.03,2025-11-15 00:00:00
162,4,94.75,2025-11-16 00:00:00
163,4,91.00,2025-11-17 00:00:00
164,4,94.63,2025-11-18 00:00:00
165,4,100.98,2025-11-19 00:00:00
166,4,97.01,2025-11-20 00:00:00
167,4,99.30,2025-11-21 00:00:00
168,4,102.48,2025-11-22 00:00:00
169,4,102.39,2025-11-23 00:00:00
170,4,96.35,2025-11-24 00:00:00
171,4,91.00,2025-11-25 00:00:00
172,4,94.03,2025-11-26 00:00:00
173,4,95.15,2025-11-27 00:00:00
174,4,91.63,2025-11-28 00:00:00
175,4,96.69,2025-11-29 00:00:00
176,4,99.22,2025-11-30 00:00:00
177,4,103.70,2025-12-01 00:00:00
178,4,107.50,2025-12-02 00:00:00
179,4,114.32,2025-12-03 00:00:00
180,4,107.94,2025-12-04 00:00:00
181,6,158.83,2025-10-06 00:00:00
182,6,168.20,2025-10-07 00:00:00
183,6,177.78,2025-10-08 00:00:00
184,6,178.71,2025-10-09 00:00:00
185,6,183.57,2025-10-10 00:00:00
186,6,179.16,2025-10-11 00:00:00
187,6,191.36,2025-10-12 00:00:00
188,6,186.44,2025-10-13 00:00:00
189,6,179.25,2025-10-14 00:00:00
190,6,170.55,2025-10-15 00:00:00
191,6,176.76,2025-10-16 00:00:00
192,6,181.41,2025-10-17 00:00:00
193,6,182.24,2025-10-18 00:00:00
194,6,188.32,2025-10-19 00:00:00
195,6,185.11,2025-10-20 00:00:00
196,6,188.11,2025-10-21 00:00:00
197,6,187.38,2025-10-22 00:00:00
198,6,199.76,2025-10-23 00:00:00
199,6,192.60,2025-10-24 00:00:00
200,6,197.47,2025-10-25 00:00:00
201,6,191.56,2025-10-26 00:00:00
202,6,200.54,2025-10-27 00:00:00
203,6,200.14,2025-10-28 00:00:00
204,6,207.60,2025-10-29 00:00:00
205,6,196.06,2025-10-30 00:00:00
206,6,193.21,2025-10-31 00:00:00
207,6,184.86,2025-11-01 00:00:00
208,6,193.42,2025-11-02 00:00:00
209,6,181.38,2025-11-03 00:00:00
210,6,170.79,2025-11-04 00:00:00
211,6,169.33,2025-11-05 00:00:00
